"shRanBP6_1.CEL"	"shRanBP6_2.CEL"	"shRanBP6_3.CEL"	"shRanBP6_DOX_1.CEL"	"shRanBP6_DOX_2.CEL"	"shRanBP6_DOX_3.CEL"
"C1orf111"	4.997	4.7496	4.6527	4.6823	4.7239	4.777
"C1orf112"	9.3604	9.2845	9.2455	9.336	9.2148	9.1659
"C1orf115"	5.9847	5.9249	5.9133	6.3607	6.2734	6.2013
"C1orf116"	4.2836	4.0984	4.294	4.0996	4.2213	4.1982
"C1orf122"	10.0926	10.1839	10.0139	10.0594	10.0987	10.0334
"C1orf123"	10.0829	9.8721	9.9547	10.2583	10.2838	10.2358
"C1orf127"	6.5173	6.3556	6.2933	6.2878	6.2235	6.4488
"C1orf131"	11.6009	11.653	11.571	11.3673	11.38	11.3215
"C1orf145"	3.7375	3.4724	3.649	3.7473	3.6245	3.6369
"C1orf158"	5.209	4.7586	4.9005	4.7903	4.9072	4.9019
"C1orf159"	6.4101	6.4099	6.3583	6.6692	6.5936	6.6356
"C1orf162"	5.1383	4.9603	4.9726	4.9434	4.9715	5.2611
"C1orf167"	5.7429	5.7029	5.7158	5.69	5.8079	6.0295
"C1orf168"	4.3109	4.3206	4.5966	4.3469	4.513	4.2427
"C1orf174"	10.1348	10.1047	10.1106	9.9083	9.9051	9.9052
"C1orf194"	5.0953	4.9178	4.5825	4.6783	5.0044	4.7157
"C1orf198"	10.6463	10.6657	10.5317	10.3693	10.3689	10.2645
"C1orf204"	5.0934	5.0206	5.0197	5.2182	5.0862	4.9823
"C1orf21"	6.2387	6.1968	6.2172	7.1609	6.9958	6.9529
"C1orf210"	3.6431	3.5973	3.5455	3.4859	3.3987	3.4892
"C1orf216"	8.6316	8.801	8.7409	8.2377	8.27	8.1799
"C1orf220"	3.2717	3.3522	3.3779	3.4753	3.3511	3.3124
"C1orf226"	7.1338	7.1036	7.1758	7.408	7.4586	7.316
"C1orf228"	4.8704	4.7609	4.7315	4.7371	4.7534	4.7687
"C1orf233"	7.0278	6.8849	6.7821	7.2332	7.2512	7.2481
"C1orf234"	3.6157	3.8132	3.5595	3.9029	3.8631	3.6812
"C1orf27"	9.5543	9.68	9.4876	8.9707	9.1268	8.9685
"C1orf35"	10.1618	10.284	10.1386	9.8821	9.9553	9.8596
"C1orf43"	12.1956	12.1609	12.1136	12.0611	12.0486	12.0175
"C1orf50"	9.0549	9.0733	8.9978	9.0897	8.9353	8.9178
"C1orf52"	10.0381	9.9939	10.0061	9.6728	9.7598	9.6238
"C1orf53"	7.1511	7.2276	7.278	8.5266	8.2302	8.4519
"C1orf54"	8.8505	8.8705	8.8146	9.1826	9.286	9.1055
"C1orf56"	5.5122	5.8329	5.4138	5.7734	5.9147	5.9874
"C1orf61"	6.0036	5.9295	5.7772	5.533	5.635	5.6661
"C1orf64"	5.2738	5.2796	5.2064	5.3703	5.3898	5.4399
"C1orf68"	6.1588	6.0299	6.2467	6.0706	6.2331	6.0986
"C1orf74"	6.265	6.4097	6.1257	6.6369	6.5168	6.4031
"C1orf87"	3.5132	3.7103	3.6138	3.6543	3.5615	3.7817
"C1orf94"	4.7024	5.0278	4.9596	4.8958	4.8315	4.9027
"C1orf95"	5.5209	5.6893	5.6892	5.6645	5.8039	5.9127
"C1QA"	4.9138	5.0687	5.1233	5.0317	5.2118	5.0029
"C1QB"	4.7207	4.8843	4.8553	4.7682	4.8616	4.9186
"C1QBP"	13.3731	13.3412	13.4049	13.3083	13.2517	13.2917
"C1QC"	3.7099	3.6157	3.7096	3.5238	3.6799	3.7778
"C1QL1"	5.0911	5.2096	5.2604	5.2023	5.1258	5.2847
"C1QTNF1"	5.686	5.7393	5.7256	5.6768	5.6578	5.6812
"C1QTNF1-AS1"	4.2651	4.0908	4.3211	3.9902	4.1875	4.0421
"C1QTNF2"	5.3333	5.209	5.2232	4.6836	4.7514	4.9088
"C1QTNF3"	5.1766	5.2699	5.266	5.1346	5.2072	5.2308
"C1QTNF4"	4.5238	4.5753	4.5059	4.7022	4.4475	4.4017
"C1QTNF6"	5.433	5.4964	5.2655	5.11	5.3644	5.3901
"C1QTNF7"	3.6081	3.5902	3.3708	3.4032	3.4811	3.4841
"C1QTNF9B-AS1"	6.7307	6.7847	6.7148	6.1461	6.3179	6.291
"C1R"	6.22	6.1968	6.1157	6.028	6.1308	5.9345
"C1RL"	4.8007	4.8696	4.9991	5.0309	5.1458	5.0737
"C1RL-AS1"	5.1128	5.0323	4.9923	4.8145	4.9998	4.9917
"C1S"	4.9053	5.0399	4.9211	4.2689	4.6757	4.6273
"C2"	5.0899	5.0345	5.0048	5.0511	5.1885	4.8963
"C20orf141"	6.0235	5.6401	5.9386	5.6968	5.8251	5.5725
"C20orf144"	4.1003	4.2094	4.1685	4.0597	4.1937	4.0136
"C20orf166-AS1"	5.5855	5.5889	5.6258	5.6056	5.5944	5.5838
"C20orf173"	5.1961	5.0995	5.4612	4.8526	5.096	5.0098
"C20orf181"	5.2639	5.2283	5.2653	5.247	5.4167	5.4272
"C20orf194"	7.308	7.428	7.379	7.5181	7.5428	7.4407
"C20orf195"	5.4289	5.2983	5.3499	5.186	5.0651	5.4761
"C20orf196"	7.0887	7.1785	7.0525	6.512	6.4005	6.2349
"C20orf197"	2.9779	2.9755	3.0483	3.2468	3.0483	3.0458
"C20orf202"	6.0674	6.0739	5.893	6.0206	5.941	6.1145
"C20orf203"	5.2494	4.962	5.2998	5.011	5.1875	5.0654
"C20orf27"	8.965	8.9665	8.9273	8.4826	8.6291	8.5597
"C20orf78"	4.6127	4.3617	4.433	4.1364	4.7991	4.7157
"C20orf85"	4.5127	4.4462	4.5564	4.5475	4.5268	4.589
"C20orf96"	4.8194	4.8759	4.618	4.6987	4.9386	4.5967
"C21orf2"	6.12	6.0701	6.3015	6.1206	6.0164	6.0448
"C21orf33"	10.419	10.5547	10.4739	10.5777	10.5736	10.5353
"C21orf58"	6.8579	6.7679	6.747	7.2195	7.0326	7.0992
"C21orf59"	8.4474	8.5219	8.3309	8.0744	8.0714	8.0626
"C21orf62"	5.1593	5.1159	5.2268	5.017	5.1237	5.2372
"C21orf62-AS1"	5.3153	5.2545	5.2047	5.2817	5.3024	5.3753
"C21orf91"	9.4193	9.4072	9.3612	9.1922	9.1488	9.1438
"C21orf91-OT1"	4.908	4.5696	4.8353	4.7926	4.7304	4.7787
"C22orf15"	5.1326	4.9484	5.0834	4.9691	5.2722	5.1984
"C22orf23"	6.8914	6.8198	6.687	6.8168	6.603	6.7063
"C22orf24"	4.705	4.7727	4.787	4.6996	4.8953	4.6624
"C22orf31"	5.5458	5.3797	5.4272	5.3671	5.4989	5.5642
"C22orf34"	5.2626	5.1588	5.1894	5.1792	5.2636	5.2553
"C22orf39"	8.532	8.4061	8.3143	9.1679	9.1178	9.236
"C22orf42"	4.1164	4.1396	4.1457	4.129	4.1302	4.1415
"C22orf46"	6.1322	6.5786	6.2619	6.513	6.4617	6.4213
"C2CD2"	4.482	4.4043	4.3904	4.5187	4.5539	4.5461
"C2CD2L"	6.9798	6.9942	6.9597	6.7413	6.6778	6.5255
"C2CD3"	6.5591	6.3274	6.4061	6.5778	6.5839	6.5305
"C2CD4A"	5.0222	5.278	5.0716	4.4884	4.5014	4.4719
"C2CD4B"	5.2255	5.0321	5.1233	5.1157	5.0462	5.05
"C2CD4C"	6.4724	6.3522	6.4923	6.5094	6.608	6.6226
"C2CD5"	10.4946	10.4791	10.4857	11.3544	11.3687	11.3612
"C2orf15"	6.1675	6.35	6.2732	5.6183	5.8023	5.8778
"C2orf16"	5.9659	6.1658	6.1808	6.05	6.173	6.0345
"C2orf27A"	6.6393	6.6179	6.7486	6.994	6.8273	6.8281
"C2orf40"	3.9402	3.858	3.6341	3.7067	3.7698	3.9096
"C2orf42"	7.9634	8.0376	7.9024	7.7931	7.8477	7.5897
"C2orf44"	9.3139	9.0863	9.0639	8.5656	8.6688	8.4587
"C2orf47"	9.6638	9.555	9.6403	10.1409	9.971	10.0596
"C2orf49"	9.7756	9.6514	9.7686	8.833	8.8169	8.7852
"C2orf50"	4.2511	4.1527	4.1593	3.9621	4.1969	4.6131
"C2orf54"	4.8897	5.005	5.0225	4.8528	5.1489	5.021
"C2orf57"	6.1569	6.2453	6.2607	6.3488	6.177	6.3402
"C2orf61"	4.7764	4.8296	4.9573	4.7759	4.7023	4.9337
"C2orf68"	7.3802	7.479	7.5556	7.737	7.726	7.6366
"C2orf69"	10.8502	10.7188	10.7661	10.4526	10.6269	10.5419
"C2orf70"	5.279	5.4063	5.3672	5.4451	5.5134	5.4936
"C2orf71"	5.1614	5.0511	5.209	5.0658	5.338	5.4765
"C2orf72"	6.7268	6.6287	6.4296	6.62	6.854	6.9348
"C2orf73"	3.8817	3.8996	4.0125	3.9553	4.0861	3.9283
"C2orf76"	10.151	10.208	10.0401	9.375	9.4406	9.2394
"C2orf80"	3.4183	3.4332	3.4039	3.37	3.5169	3.4537
"C2orf81"	6.8847	6.7865	6.9426	6.9085	7.0001	6.9999
"C2orf82"	5.3565	5.2331	5.3975	5.158	5.2175	5.2765
"C2orf83"	3.8974	3.8864	3.9943	4.0708	4.1145	3.943
"C2orf88"	5.7595	5.7107	5.6767	5.722	5.6662	5.5549
"C3"	6.0256	6.3107	6.1717	6.094	6.3321	6.0647
"C3AR1"	5.1999	5.1302	4.8515	4.6217	4.8145	4.7355
"C3orf14"	9.844	9.8666	9.8192	8.9845	9.0806	8.8632
"C3orf17"	8.8744	8.967	8.9614	8.8728	8.8735	8.7736
"C3orf18"	6.98	7.0867	6.9038	7.1198	7.0988	7.2484
"C3orf20"	4.7835	4.6255	4.5765	4.4214	4.5164	4.581
"C3orf22"	5.9509	5.7377	5.8323	5.5159	5.6782	5.8098
"C3orf30"	3.4831	3.5098	3.4231	3.4936	3.5141	3.6448
"C3orf33"	7.0473	7.0181	7.0327	6.8882	6.8604	7.0035
"C3orf35"	4.184	4.3344	4.2817	4.0503	4.3414	4.222
"C3orf36"	5.0464	4.9131	4.8124	4.7714	5.0696	4.7257
"C3orf38"	8.395	8.3942	8.5076	8.554	8.4676	8.5528
"C3orf49"	5.0912	5.0629	4.9733	5.096	5.1062	5.1982
"C3orf52"	7.2513	7.294	7.1503	7.0548	7.1482	6.8813
"C3orf56"	3.3225	3.1835	3.2078	3.4115	3.2464	3.089
"C3orf58"	5.2963	5.1281	4.9643	5.0374	5.1038	5.2015
"C3orf62"	5.154	4.8737	5.0498	5.1926	5.027	5.1761
"C3orf67"	5.8254	6.1308	5.9231	6.4776	6.6818	6.695
"C3orf70"	4.9526	5.1803	5.1501	5.8389	5.5899	5.6192
"C3orf79"	3.4358	3.6037	3.4505	3.3743	3.4256	3.5116
"C3orf80"	7.0626	7.2276	7.01	6.9353	7.055	6.8534
"C3P1"	6.137	6.0808	5.9101	6.0379	6.1426	6.2993
"C4BPA"	5.9477	5.7351	6.0437	5.8499	6.0929	5.947
"C4BPB"	5.1832	4.8135	5.1067	5.1165	4.9585	5.0092
"C4orf17"	5.3333	5.5519	5.4005	5.3897	5.4053	5.2713
"C4orf19"	3.7854	3.69	3.7024	3.5975	3.8397	3.7091
"C4orf22"	3.1457	3.3199	3.3595	3.0123	3.1457	3.0789
"C4orf26"	3.3247	3.2877	3.3065	3.4872	3.4964	3.3231
"C4orf27"	7.4883	7.4701	7.5603	7.4588	7.3847	7.3878
"C4orf29"	8.4447	8.5361	8.5808	7.9124	7.9938	7.894
"C4orf3"	10.3884	10.4289	10.4564	10.643	10.667	10.6793
"C4orf32"	6.9124	7.024	7.0179	7.0204	7.0448	7.0588
"C4orf33"	3.5456	3.9023	3.6097	3.479	3.4637	3.4115
"C4orf36"	3.9411	3.6985	3.7647	3.8227	3.9059	4.0315
"C4orf45"	3.7241	3.7006	3.88	3.8234	3.8805	3.9894
"C4orf46"	9.8902	9.8505	9.8576	9.3778	9.368	9.3158
"C4orf47"	6.3821	6.6633	6.5916	5.3555	5.5313	5.4517
"C4orf48"	9.5671	9.4692	9.4352	9.8527	9.8386	9.8356
"C5"	4.0668	4.126	4.0412	5.3013	4.6396	4.9573
"C5AR1"	3.5596	3.3852	3.2929	3.3697	3.2862	3.3032
"C5AR2"	4.0364	4.0468	4.0832	4.2093	4.2598	4.1084
"C5orf15"	8.6422	8.7389	8.6447	8.6032	8.6093	8.6068
"C5orf17"	4.9233	4.4932	4.5442	4.6071	4.565	4.6187
"C5orf22"	7.9499	7.7757	7.7588	6.9702	7.0372	6.8719
"C5orf24"	8.9018	8.9151	8.8537	8.6737	8.63	8.5493
"C5orf28"	7.0698	7.1821	7.3936	7.0819	6.8378	7.112
"C5orf30"	9.1986	9.2461	9.2498	9.0375	8.9357	8.9135
"C5orf34"	9.5961	9.6026	9.6352	9.1226	9.3537	9.1557
"C5orf42"	4.1671	4.3548	4.2531	4.5743	4.383	4.4171
"C5orf45"	8.5162	8.5743	8.5161	8.6481	8.6691	8.8342
"C5orf46"	4.9747	4.4877	4.6518	4.6664	4.7412	4.5653
"C5orf47"	3.802	3.8277	3.7923	3.7894	3.848	3.8443
"C5orf49"	3.9793	4.0302	3.9455	3.9455	3.9117	3.8786
"C5orf51"	7.562	7.5664	7.5531	7.2346	7.3119	7.2379
"C5orf56"	4.5563	4.3911	4.39	4.4201	4.4604	4.6241
"C5orf58"	3.447	3.4135	3.5399	3.3757	3.4651	3.3456
"C5orf63"	6.1362	6.1748	6.0416	6.1407	6.2114	6.2061
"C5orf64"	3.3624	3.3961	3.2171	3.3697	3.3228	3.3084
"C5orf66"	6.8761	6.6082	6.8324	6.5899	6.8145	6.8668
"C5orf66-AS1"	3.9599	3.8341	3.9812	3.775	3.9184	3.9657
"C6"	4.6195	4.5785	4.4261	4.538	4.5889	4.7718
"C6orf1"	6.4981	6.4366	6.5114	6.3989	6.4528	6.5801
"C6orf10"	3.0669	3.1152	3.0517	3.1311	3.104	3.1467
"C6orf106"	7.8436	7.7749	7.6645	7.2679	7.4106	7.2368
"C6orf118"	3.758	3.7962	3.6598	3.5237	3.7473	3.8482
"C6orf120"	10.5012	10.518	10.4527	10.5948	10.682	10.5761
"C6orf132"	4.089	4.1804	4.1159	3.9014	3.9668	4.1476
"C6orf136"	9.07	8.9688	9.0642	8.2279	8.2932	8.0786
"C6orf141"	3.8619	3.9073	3.9195	3.6871	3.7326	3.6281
"C6orf15"	6.8246	6.6159	6.6028	6.4398	6.7077	6.7068
"C6orf163"	3.6629	3.7416	3.5257	3.9963	3.8271	4.0872
"C6orf165"	6.0695	6.1958	6.1041	6.3581	6.3511	6.5292
"C6orf201"	3.933	3.9415	3.9816	4.0025	3.9757	4.0645
"C6orf203"	8.1123	8.2307	8.0372	8.8445	8.7787	8.7489
"C6orf223"	5.3663	5.0797	5.2944	5.162	5.3428	5.3088
"C6orf226"	7.1735	7.0334	7.2088	7.64	7.6158	7.5409
"C6orf25"	4.7175	4.6856	4.4831	4.5737	4.4118	4.5967
"C6orf47"	7.3361	7.4872	7.3251	7.7155	7.902	7.754
"C6orf48"	9.313	9.3095	9.363	9.5488	9.5317	9.4952
"C6orf52"	6.6465	6.7964	6.6678	7.014	6.8175	6.9557
"C6orf58"	4.0688	3.8392	3.9671	4.1482	4.1577	4.228
"C6orf62"	8.5371	8.4937	8.5183	8.5618	8.4334	8.4759
"C6orf89"	8.0378	8.0106	7.9129	7.5327	7.4355	7.418
"C6orf99"	5.317	5.284	5.2261	5.1499	5.1425	5.1583
"C7"	3.8429	4.0018	3.8355	3.8169	3.8406	3.9318
"C7orf13"	6.9051	6.8809	6.7492	6.7573	6.7203	6.7628
"C7orf26"	7.8166	7.7469	7.9144	7.9671	7.7999	7.9017
"C7orf31"	7.3542	7.5153	7.3008	7.6	7.4176	7.3896
"C7orf33"	3.7671	3.8012	3.6554	3.6411	3.7171	3.8746
"C7orf34"	4.0039	3.8978	4.0019	3.888	4.0313	3.9893
"C7orf43"	6.9813	7.1557	6.9404	6.771	6.8959	6.8562
"C7orf49"	7.404	7.474	7.4753	7.7721	7.5898	7.6066
"C7orf50"	6.3589	6.2734	6.3734	6.1879	6.3402	6.3039
"C7orf55"	11.6499	11.5359	11.6493	11.7512	11.6839	11.6361
"C7orf57"	3.5392	4.0923	3.6012	4.1099	3.9087	3.8751
"C7orf60"	9.3815	9.4331	9.6062	9.0866	9.199	9.1297
"C7orf61"	6.5266	6.4741	6.5559	6.2809	6.4331	6.4788
"C7orf62"	4.7178	4.6461	4.7836	4.7864	4.7392	4.6906
"C7orf69"	4.0577	3.8475	3.8532	3.9154	3.9213	4.1071
"C7orf71"	3.6023	3.3926	3.5305	3.3703	3.4684	3.4736
"C7orf73"	11.0583	11.0686	11.1107	11.6157	11.5375	11.6301
"C7orf77"	4.0744	4.1498	4.4554	4.3137	4.1834	4.1749
"C8A"	3.8833	4.0825	4.0392	3.9572	3.8636	4.0839
"C8B"	4.4413	4.1925	4.2958	4.0064	4.2579	4.2612
"C8G"	4.9017	4.8567	5.0668	4.8587	5.1883	5.0709
"C8orf17"	3.7817	3.9465	3.9003	3.8148	3.7082	4.0795
"C8orf22"	3.7443	3.6567	3.9859	3.6426	3.7637	3.8317
"C8orf31"	5.0851	4.8088	5.321	5.2171	5.1827	5.2613
"C8orf33"	9.981	9.9365	9.9321	9.4407	9.474	9.3166
"C8orf34"	5.5353	5.614	5.6023	5.4462	5.3614	5.3007
"C8orf34-AS1"	4.7901	4.7599	5.0438	5.2708	5.1699	4.8993
"C8orf37"	8.3395	8.2734	8.2534	7.469	7.4385	7.3751
"C8orf4"	3.322	3.5549	3.5028	3.6718	3.5141	3.3851
"C8orf44"	5.1326	5.3995	5.0855	5.5672	5.5327	5.2997
"C8orf46"	3.6734	3.7951	3.6315	3.6984	3.5296	3.4087
"C8orf48"	4.1942	4.2164	4.162	4.8093	4.5585	5.209
"C8orf49"	3.9409	3.6376	3.8454	4.1104	3.8321	3.9123
"C8orf58"	6.6382	6.6225	6.6455	6.6821	6.6763	6.6774
"C8orf59"	8.8846	8.9327	8.9097	8.349	8.2798	8.2669
"C8orf60"	6.3936	6.3174	6.481	6.3402	6.3975	6.6199
"C8orf74"	5.334	5.2684	5.2751	5.2454	5.422	5.3462
"C8orf76"	10.0483	9.9656	10.0043	9.8643	9.7345	9.7415
"C8orf82"	9.293	9.1755	9.17	9.4558	9.4856	9.3737
"C8orf88"	9.7704	9.7639	9.7095	9.0246	9.214	9.0402
"C9"	3.4747	3.6224	3.4336	3.5992	3.3461	3.3773
"C9orf114"	7.2095	7.2237	7.1355	7.1583	7.0751	7.052
"C9orf116"	6.8115	6.8286	6.6955	7.3095	7.2691	7.2121
"C9orf117"	5.3854	5.2144	5.2661	5.2773	5.1376	5.5478
"C9orf131"	5.6126	5.5016	5.5666	5.4707	5.4865	5.3273
"C9orf135"	4.1012	3.9202	4.0106	3.8183	3.9579	4.078
"C9orf135-AS1"	4.1929	4.3194	4.3612	4.2181	4.1368	4.1778
"C9orf142"	8.2229	8.2486	8.0367	7.9318	7.8889	7.9416
"C9orf152"	3.3972	3.2896	3.1389	3.3787	3.4319	3.1808
"C9orf156"	9.4363	9.3976	9.4576	8.5074	8.6209	8.4459
"C9orf16"	7.9316	7.9607	7.83	8.0464	7.9958	7.9725
"C9orf163"	7.135	6.8233	6.9514	6.8008	7.0685	6.995
"C9orf172"	5.858	5.9696	5.8239	5.9235	5.8249	5.8309
"C9orf173"	5.5037	5.3629	5.4153	5.1723	5.3426	5.3144
"C9orf173-AS1"	5.6389	5.6884	5.9332	5.8218	5.8867	5.8079
"C9orf24"	4.6898	4.3488	4.7767	4.5361	4.7253	4.4418
"C9orf3"	4.8754	4.723	4.8876	5.026	5.1	5.1942
"C9orf40"	9.6681	9.6116	9.6923	10.0365	9.9141	9.9279
"C9orf41-AS1"	4.2983	4.3182	4.2405	4.0649	4.1717	4.1761
"C9orf43"	4.3053	4.129	3.9975	4.0383	4.0553	4.0005
"C9orf47"	4.8023	4.7387	4.7479	4.6631	4.825	4.7612
"C9orf50"	6.2975	6.1364	6.0149	6.3357	6.416	6.2676
"C9orf57"	3.648	3.4616	3.6794	3.7186	3.743	3.596
"C9orf62"	5.6425	5.5369	5.5593	5.5421	5.7664	5.8
"C9orf64"	10.4641	10.4199	10.4164	10.1868	10.2653	10.3361
"C9orf66"	4.3941	4.4065	4.6147	4.5495	4.7079	4.6094
"C9orf69"	9.6552	9.4415	9.6156	10.0163	10.0422	10.014
"C9orf72"	7.1775	6.9954	7.2235	7.5169	7.2146	7.2613
"C9orf78"	9.6721	9.7007	9.6853	9.2816	9.3154	9.1582
"C9orf84"	3.5608	3.5347	3.6303	3.4917	3.6692	3.5763
"C9orf85"	6.9725	7.1931	7.106	7.4392	7.4422	7.1956
"C9orf89"	7.3396	7.2655	7.2964	7.0178	7.1543	7.061
"C9orf9"	5.7297	5.6649	5.6986	5.9533	6.0699	5.9778
"C9orf91"	8.472	8.4126	8.4286	7.9435	7.8127	7.7809
"CA1"	4.7842	4.7018	4.7753	4.7771	4.6667	4.8751
"CA10"	3.5202	3.5276	3.4035	3.4412	3.5375	3.6021
"CA11"	6.5367	6.3054	6.3262	7.2769	7.2027	7.1748
"CA12"	5.8987	5.9235	5.8965	5.8483	5.9857	5.8614
"CA14"	6.4301	6.4241	6.3805	6.5112	6.4786	6.6472
"CA2"	12.6657	12.7042	12.7905	12.7768	12.6604	12.7762
"CA3"	3.4677	3.5685	3.5594	3.5793	3.4558	3.3201
"CA4"	5.1167	5.2065	4.9648	4.9553	5.0608	5.0915
"CA5A"	4.5358	4.9542	4.6824	4.8657	4.8672	4.6522
"CA5B"	6.6337	6.7267	6.6898	6.6847	6.5968	6.5208
"CA5BP1"	7.9556	7.9335	7.9424	7.9154	7.8896	7.9295
"CA6"	3.5248	3.6812	3.5323	3.5577	3.5397	3.676
"CA7"	5.9713	5.9243	6.1482	5.9123	6.0296	6.1055
"CA8"	7.6275	7.6414	7.3307	7.0329	7.0341	6.9712
"CA9"	4.8503	4.8226	4.8603	4.8397	4.7157	4.924
"CAAP1"	9.4591	9.5024	9.5182	9.3357	9.4202	9.3656
"CAB39"	9.2673	9.3305	9.2286	9.2008	9.1151	9.1183
"CAB39L"	7.2124	7.1466	7.1031	6.9357	6.9906	6.6161
"CABIN1"	7.5161	7.4718	7.447	7.446	7.4983	7.5288
"CABLES1"	8.1815	8.2834	8.1547	8.1116	8.3072	8.2215
"CABLES2"	8.7726	8.5657	8.4286	9.0676	9.1561	8.9583
"CABP1"	4.9566	4.7886	4.9126	4.8816	4.7778	4.7103
"CABP2"	4.9018	5.0348	5.0524	4.811	4.8925	4.9613
"CABP4"	6.8655	6.5574	6.7259	6.2886	6.5158	6.1932
"CABP5"	4.8023	4.7177	4.9225	4.6483	4.8102	4.9371
"CABP7"	5.6265	5.6255	5.6096	5.4255	5.6417	5.5873
"CABS1"	2.9682	2.9793	2.8485	3.0166	2.9543	2.9619
"CABYR"	7.8396	7.8094	7.8039	7.4205	7.5217	7.5439
"CACFD1"	7.8924	7.7198	7.8204	7.8436	7.8281	8.0259
"CACHD1"	7.5616	7.51	7.5369	7.6044	7.6296	7.6338
"CACNA1A"	3.9906	3.743	3.8632	3.6657	3.943	3.7116
"CACNA1B"	5.4109	5.5825	5.3956	5.1953	5.1617	5.0991
"CACNA1C"	4.6121	4.629	4.6084	4.6137	4.5834	4.6066
"CACNA1D"	4.4011	4.4857	4.2583	4.5891	4.8672	4.6314
"CACNA1E"	3.9002	3.5611	3.8216	3.7571	3.7957	3.8688
"CACNA1F"	5.5536	5.2499	5.3369	5.5178	5.5083	5.597
"CACNA1G"	5.1258	5.2259	4.9621	5.1009	5.1695	5.0851
"CACNA1G-AS1"	4.5808	4.5489	4.5444	4.4246	4.393	4.5652
"CACNA1H"	6.505	6.5417	6.3835	6.2601	6.5223	6.3802
"CACNA1I"	5.9733	6.1541	5.8162	5.7272	6.1149	5.9701
"CACNA1S"	5.1025	5.1451	5.1353	5.0899	5.0154	5.0639
"CACNA2D1"	7.2461	7.1572	7.1709	7.4527	7.3561	7.4997
"CACNA2D2"	7.4509	7.591	7.6837	8.2327	8.2039	8.1139
"CACNA2D3"	7.2691	7.4513	7.3586	7.7001	7.4922	7.6185
"CACNA2D4"	4.0313	3.8761	3.9674	3.9003	3.9116	3.9913
"CACNB1"	4.9018	4.8886	4.909	4.5664	4.7155	4.8744
"CACNB2"	4.8347	4.9269	4.9567	4.9553	4.8546	4.9875
"CACNB3"	6.9901	6.9716	6.8046	7.0552	7.1564	7.0102
"CACNB4"	6.3254	6.8268	6.6192	5.8907	5.6864	5.7759
"CACNG1"	5.8505	5.4387	5.8153	5.6962	5.8337	5.8422
"CACNG2"	4.845	4.5728	4.7416	4.6095	4.7537	4.7535
"CACNG3"	4.8344	4.7269	5.0777	4.4703	4.5707	4.687
"CACNG4"	4.6248	4.5335	4.5645	4.3895	4.5773	4.6034
"CACNG5"	4.7132	4.6764	4.6957	4.6285	4.686	4.7369
"CACNG6"	6.3922	6.4232	6.4118	6.3213	6.4343	6.4668
"CACNG7"	4.4945	4.4109	4.5322	4.4681	4.5544	4.803
"CACNG8"	4.5893	4.6064	4.5658	4.6068	4.5215	4.5833
"CACTIN"	7.0619	6.8724	6.823	6.6742	6.6078	6.6078
"CACUL1"	6.1224	6.1396	5.9726	6.0034	5.9967	6.0038
"CACYBP"	12.6229	12.5796	12.4965	12.2757	12.3365	12.3326
"CAD"	6.9353	6.8448	6.8115	6.945	6.8685	6.7844
"CADM1"	7.2703	7.3357	7.2773	7.3037	7.3647	7.3769
"CADM2"	3.9844	3.9286	3.9561	4.5164	4.1901	4.3376
"CADM2-AS1"	3.0851	2.9794	2.8288	3.0962	3.0018	2.8452
"CADM3"	5.3658	4.9148	5.1337	5.1613	5.2215	5.0476
"CADM3-AS1"	4.6776	4.6258	4.6759	4.5396	4.6508	4.6173
"CADM4"	5.7498	5.7364	5.6349	6.4526	6.1926	6.0426
"CADPS"	3.8361	3.7193	3.6563	3.6688	3.714	3.5829
"CADPS2"	8.2908	8.3884	8.2296	8.1968	8.236	8.2535
"CAGE1"	2.9938	2.8702	2.9074	2.8471	2.8071	2.9487
"CAHM"	5.0648	4.9051	4.9748	5.3605	5.3594	5.0978
"CALB1"	3.552	3.3741	3.3537	3.375	3.4447	3.418
"CALB2"	4.9374	4.8885	5.1582	4.9972	4.9889	5.0439
"CALCA"	5.0244	5.049	5.0084	4.8431	5.0054	5.0695
"CALCB"	11.4842	11.4183	11.6608	10.6534	10.751	10.5099
"CALCOCO1"	6.297	6.3282	6.2901	6.3399	6.421	6.5952
"CALCOCO2"	6.8704	6.8389	6.9593	6.7833	6.8422	6.7218
"CALCR"	4.511	4.553	4.5842	4.4602	4.5722	4.566
"CALCRL"	4.9201	4.9252	4.7687	4.8584	4.6612	4.5497
"CALD1"	6.5738	6.8076	6.6142	6.4679	6.4703	6.2288
"CALHM1"	5.8723	5.5716	5.7116	5.6489	5.7775	6.033
"CALHM2"	5.5036	5.3886	5.4152	5.4903	5.5862	5.49
"CALHM3"	5.4944	5.1623	5.4671	5.3919	5.3893	5.2625
"CALM1"	7.3157	7.1526	7.0428	7.3797	7.5174	7.5352
"CALM3"	7.267	7.1112	7.2515	7.3208	7.279	7.3206
"CALML3"	5.1002	4.9529	4.9344	4.7655	5.0178	5.0393
"CALML4"	6.6591	6.9485	6.7005	6.4798	6.4177	6.6465
"CALML5"	4.954	4.5462	4.542	4.3602	4.9007	4.7469
"CALML6"	4.4207	4.5391	4.4364	4.5087	4.2965	4.3553
"CALN1"	3.8053	3.7571	3.8004	3.696	3.6321	3.6722
"CALR"	9.0211	9.045	9.0395	9.2571	9.2397	9.2574
"CALR3"	4.4857	4.5931	4.8347	4.5988	4.3595	4.7428
